index,sentence,chapter,neg,neu,pos,compound,chapter_text,moving_avg_comp,chapter_author,chapter_text_num
62,"As Xerxes had the sea whipped, I resolved to take a terrible revenge.3 A hatchet was fetched.",0,0.157,0.758,0.086,-0.34,Preface,0.12147666666666668,Neutral,
63,With it I dealt the escritoire a tremendous blow.,0,0.0,1.0,0.0,0.0,Preface,0.12147666666666668,Neutral,
64,"Whether in my wrath I missed or the drawer was as obstinate as I, the effect was not the one intended.",0,0.188,0.812,0.0,-0.5267,Preface,0.12441266666666667,Neutral,
65,The drawer was closed and the drawer remained closed.,0,0.0,1.0,0.0,0.0,Preface,0.11922400000000001,Neutral,
66,But something else happened.,0,0.0,1.0,0.0,0.0,Preface,0.12024466666666668,Neutral,
67,"Whether my blow fell just on that point, or the overall shock to the whole framework of the escritoire was what did it, I don’t know; but what I do know is that there sprang open a secret door which I had never noticed before.",0,0.039,0.961,0.0,-0.2023,Preface,0.12024466666666668,Neutral,
68,This enclosed a recess which naturally I hadn’t discovered either.,0,0.0,1.0,0.0,0.0,Preface,0.12024466666666668,Neutral,
69,"Here to my great surprise I found a mass of papers, the papers that form the content of the present work.",0,0.0,0.754,0.246,0.7351,Preface,0.11827133333333334,Neutral,
70,My resolve remained unaltered.,0,0.0,0.536,0.464,0.3818,Preface,0.11629800000000001,Neutral,
71,At the first station I would take out a loan.,0,0.0,1.0,0.0,0.0,Preface,0.11629800000000001,Neutral,
72,In the greatest haste a mahogany case in which there usually lay a pair of pistols was emptied and the papers placed in it.,0,0.061,0.789,0.151,0.5423,Preface,0.11432466666666669,Neutral,
73,Pleasure had triumphed and gained an unexpected increase.,0,0.0,0.253,0.747,0.8957,Preface,0.11726066666666668,Neutral,
74,"In my heart I begged the escritoire forgiveness for the harsh treatment, while my mind found its doubt corroborated – that the outward after all is not the inward, and my empirical proposition confirmed – that luck is needed to make such discoveries.",0,0.102,0.721,0.176,0.5994,Preface,0.11726066666666668,Neutral,
75,"I arrived at Hillerød in the middle of the forenoon, put my finances in order, and let the magnificent countryside make its general impact.",0,0.0,0.855,0.145,0.5994,Preface,0.11551600000000001,Neutral,
76,"Immediately the following morning I began my excursions, which now took on a quite other character than I had intended.",0,0.0,1.0,0.0,0.0,Preface,0.11404466666666667,Neutral,
77,My servant followed me with the mahogany case.,0,0.0,1.0,0.0,0.0,Preface,0.116226,Neutral,
78,I sought out a romantic spot in the forest where I was as safe as possible from surprise and then took out the documents.,0,0.0,0.732,0.268,0.7717,Preface,0.11502066666666666,Neutral,
79,"My host, who was not unaware of these frequent peregrinations with the mahogany case, ventured the remark that I was perhaps practising at shooting with my pistols.",0,0.0,0.942,0.058,0.1511,Preface,0.11487933333333333,Neutral,
80,For this remark I was much obliged to him and left him undisturbed in his belief.,0,0.0,1.0,0.0,0.0,Preface,0.11728733333333335,Neutral,
81,A cursory glance at the new-found papers immediately revealed that they formed two œuvres which differed markedly also in externals.,0,0.0,1.0,0.0,0.0,Preface,0.11574466666666668,Neutral,
82,"One of them was written on a kind of letter-vellum in quarto, with a fairly wide margin.",0,0.0,1.0,0.0,0.0,Preface,0.10896733333333333,Neutral,
83,"The handwriting was legible, sometimes even a little elegant, just once in a while careless.",0,0.137,0.71,0.153,0.079,Preface,0.10713533333333333,Neutral,
84,"The other was written on full sheets of foolscap divided into columns, in the way that legal documents and the like are written.",0,0.0,0.84,0.16,0.4588,Preface,0.10662933333333333,Neutral,
85,"The handwriting was clear, rather extended, uniform, and even; it looked as though it belonged to a businessman.",0,0.0,0.867,0.133,0.3818,Preface,0.10731399999999999,Neutral,
86,"The contents, too, proved straightaway to be dissimilar.",0,0.0,1.0,0.0,0.0,Preface,0.11250266666666665,Neutral,
87,"The one part contained a number of aesthetic essays of varying length, the other consisted of two long inquiries and one shorter, all ethical in content, as it seemed, and in the form of letters.",0,0.0,0.878,0.122,0.5574,Preface,0.11518199999999999,Neutral,
88,"On closer examination this difference proved fully corroborated, for the latter compilation consisted of letters written to the author of the first.",0,0.0,1.0,0.0,0.0,Preface,0.115182,Neutral,
89,But I must find some briefer way of designating the two authors.,0,0.0,1.0,0.0,0.0,Preface,0.111462,Neutral,
90,"To that end I have scrutinized the papers very carefully but have found nothing, or as good as nothing.",0,0.145,0.79,0.065,-0.4044,Preface,0.10655266666666668,Neutral,
91,"Regarding the first author, the aestheticist, there is no information at all.",0,0.167,0.833,0.0,-0.296,Preface,0.10706066666666667,Neutral,
92,"As for the other, the letter-writer, one learns that he was called Vilhelm, had been a judge, but of what court is not specified.",0,0.0,1.0,0.0,0.0,Preface,0.10637600000000001,Neutral,
93,If I were to go strictly by the historical facts and call him Vilhelm I would lack a corresponding appellation for the first author and have to give him some arbitrary name.,0,0.069,0.931,0.0,-0.3182,Preface,0.09603933333333335,Neutral,
94,"I have therefore preferred to call the first author A, the second B.",0,0.0,1.0,0.0,0.0,Preface,0.09232333333333334,Neutral,
95,"In addition to the longer essays there were, among the papers, some slips on which were written aphorisms, lyrical effusions, reflections.",0,0.0,1.0,0.0,0.0,Preface,0.09266733333333335,Neutral,
96,The handwriting alone indicated that they belonged to A.,0,0.2,0.8,0.0,-0.25,Preface,0.094334,Neutral,
97,The contents confirmed this.,0,0.0,1.0,0.0,0.0,Preface,0.086712,Neutral,
98,The papers themselves I then tried to arrange as best I could.,0,0.0,0.724,0.276,0.6369,Preface,0.08112533333333334,Neutral,
99,With B’s papers that was fairly easily done.,0,0.0,0.745,0.255,0.34,Preface,0.079152,Neutral,
100,One of the letters presupposes the other.,0,0.0,1.0,0.0,0.0,Preface,0.07660666666666667,Neutral,
101,In the second letter there is a quotation from the first.,0,0.0,1.0,0.0,0.0,Preface,0.08065266666666666,Neutral,
102,The third letter presupposes the two previous ones.,0,0.0,1.0,0.0,0.0,Preface,0.08484799999999999,Neutral,
103,Arranging A’s papers was not such an easy matter.,0,0.229,0.666,0.105,-0.3195,Preface,0.084848,Neutral,
104,"I have therefore let chance determine the order, that is to say, I have left them in the order in which I found them, of course without being able to decide whether this order has any chronological value or notional significance.",0,0.0,0.854,0.146,0.6705,Preface,0.08178933333333334,Neutral,
105,The scraps of paper lay loose in the hiding-place; these I have had to assign a place.,0,0.126,0.874,0.0,-0.3182,Preface,0.08465866666666666,Neutral,
106,I have let them come first because I thought they could best be regarded as preliminary glimpses of what the longer essays develop more connectedly.,0,0.0,0.851,0.149,0.6369,Preface,0.07727466666666667,Neutral,
107,"I have called them ‘Diapsalmata’,4 and added as a kind of motto ‘ad se ipsum’.5 This title and this motto are in a way mine and yet not mine.",0,0.0,1.0,0.0,0.0,Preface,0.080746,Neutral,
108,"They are mine in so far as they apply to the whole collection; on the other hand they belong to A himself, for the word ‘Diapsalmata’ was written on one of the scraps, and on two of them the words ‘ad se ipsum’.",0,0.0,0.929,0.071,0.4939,Preface,0.07892466666666667,Neutral,
109,"Also a little French verse, which appeared above one of the aphorisms, I have had printed on the reverse of the title page, in a way A himself has frequently done.",0,0.0,1.0,0.0,0.0,Preface,0.079778,Neutral,
110,"Since the majority of these aphorisms have a lyrical character, I have thought it quite suitable to use the word ‘Diapsalma’ in the main title.",0,0.0,1.0,0.0,0.0,Preface,0.07859200000000001,Neutral,
111,"If the reader should think this infelicitous, then truth demands that I acknowledge it as my own invention and affirm that it was surely good taste on A’s part to use it for the aphorism over which it was found.",0,0.0,0.82,0.18,0.7964,Preface,0.08580866666666669,Neutral,
112,In the arrangement of the individual aphorisms I have let chance prevail.,0,0.0,0.846,0.154,0.25,Preface,0.086662,Neutral,
113,"That the individual expressions often contradict one another I found quite in order, for it belongs essentially to the mood.",0,0.108,0.892,0.0,-0.3182,Preface,0.08266600000000002,Neutral,
114,I did not find it worth the trouble adopting an arrangement that made these contradictions less conspicuous.,0,0.323,0.677,0.0,-0.6874,Preface,0.08448733333333334,Neutral,
115,"I followed chance, and it is also chance that has drawn my attention to the fact that the first and the last aphorism in a way correspond to one another, in that the one as it were reverberates with the pain of being a poet, while the other savours the satisfaction of always having the laughter on one’s side.",0,0.049,0.801,0.15,0.7003,Preface,0.07903666666666667,Neutral,
116,"As for A’s aesthetic essays, I have nothing to remark in their regard.",0,0.0,1.0,0.0,0.0,Preface,0.07903666666666667,Neutral,
117,They were all ready for printing.,0,0.0,0.667,0.333,0.3612,Preface,0.081582,Neutral,
118,And so far as they contain difficulties I must let these speak for themselves.,0,0.145,0.855,0.0,-0.296,Preface,0.08051600000000002,Neutral,
119, The last of A’s papers is a story entitled ‘The Seducer’s Diary’.,0,0.0,0.84,0.16,0.2732,Preface,0.07769466666666666,Neutral,
120,"Here there are new difficulties, since A does not acknowledge himself as its author, but only as editor.",0,0.086,0.914,0.0,-0.1531,Preface,0.073882,Neutral,
121,"This is an old short-story writer’s trick, to which I should not object further did it not contribute to making my own position so complicated, because it presents the one author as lying inside the other, as in a Chinese-box puzzle.",0,0.106,0.894,0.0,-0.5574,Preface,0.06700800000000001,Neutral,
122,Here is not the place to go further into what confirms me in my opinion; I shall only note that the dominant mood of A’s preface in a way betrays the writer.,0,0.101,0.899,0.0,-0.5423,Preface,0.06700800000000001,Neutral,
123,"It is really as if A himself had become afraid of his work which, like a restless dream, still continued to frighten him while it was being told.",0,0.136,0.727,0.136,0.0,Preface,0.07238266666666668,Neutral,
124,"If these were actual events to which he had been witness, it seems strange that the preface bears no stamp of A’s joy at seeing the realization of the idea that had often hovered before his mind.",0,0.096,0.813,0.091,0.2023,Preface,0.07612266666666669,Neutral,
125,"This idea of the seducer’s is suggested in the essay on the ‘Immediate Erotic’ as well as in ‘Shadowgraphs’, namely the idea that the analogue of Don Juan must be a reflected seducer who works within the category of the interesting, where the thing is therefore not how many he seduces but how he does it.",0,0.0,0.941,0.059,0.34,Preface,0.07110266666666669,Neutral,
126,"I find no trace of such a joy in the preface but rather, as noted, a trembling, a certain horror, which is no doubt due to his poetical relation to this idea.",0,0.227,0.596,0.177,-0.4914,Preface,0.06905933333333335,Neutral,
127,"Nor does it surprise me that it has affected A in this way; for I, too, who have nothing at all to do with this tale and am indeed twice removed from the original author, even I have at times felt quite uncomfortable while busying myself with these papers in the still of the night.",0,0.106,0.856,0.039,-0.4601,Preface,0.06755066666666668,Neutral,
128,"It was as if the seducer moved like a shadow over my floor, as if he threw a glance at the papers, as if he fastened his demonic eye on me and said, ‘So, you mean to publish my papers!",0,0.0,0.933,0.067,0.4199,Preface,0.07286000000000001,Neutral,
129,That is in any case indefensible of you; you will cause anxiety in the little dears.,0,0.093,0.765,0.142,0.228,Preface,0.074046,Neutral,
130,"But then, of course, you think in return to make me and my sort harmless.",0,0.0,0.848,0.152,0.3612,Preface,0.07005000000000002,Neutral,
131,There you are wrong.,0,0.508,0.492,0.0,-0.4767,Preface,0.07334266666666668,Neutral,
132,I shall simply change my method and then I am even better placed.,0,0.0,0.805,0.195,0.4404,Preface,0.06983133333333334,Neutral,
133,"What flocks of young girls will run straight into my arms when they hear that seductive name, “a seducer”!",0,0.0,0.891,0.109,0.2942,Preface,0.07354733333333334,Neutral,
134,Give me half a year and I shall provide a story more interesting than everything I have experienced up to now.,0,0.0,0.87,0.13,0.4576,Preface,0.07635733333333333,Neutral,
135,"I imagine a young, vigorous girl with a sharp turn of mind getting the remarkable idea of avenging her sex on me.",0,0.0,0.854,0.146,0.5574,Preface,0.07517,Neutral,
136,"She thinks she can coerce me, give me a taste of the pangs of unrequited love.",0,0.0,0.781,0.219,0.6369,Preface,0.07449866666666666,Neutral,
137,That’s a girl for me.,0,0.0,1.0,0.0,0.0,Preface,0.07533533333333334,Neutral,
138,"If she doesn’t make a good enough job of it herself, I shall come to her aid.",0,0.0,0.847,0.153,0.4404,Preface,0.08356800000000002,Neutral,
139,"I shall writhe like the Mols people’s eel.6 And when I have brought her to that point, she is mine.’ But perhaps I have abused my position already as editor by burdening the readers with my reflections.",0,0.174,0.785,0.04,-0.7783,Preface,0.08356800000000002,Neutral,
140,"The occasion must speak for my pardon, for it was on the occasion of the awkwardness of my position due to A’s presenting himself only as editor of this story, and not as author, that I let myself be carried away.",0,0.04,0.907,0.053,0.1531,Preface,0.08605866666666667,Neutral,
141,What more I have to add about this story I can only do in my capacity as editor.,0,0.0,1.0,0.0,0.0,Preface,0.08951666666666667,Neutral,
142,For I believe I can find in it some clue to the time of its action.,0,0.0,1.0,0.0,0.0,Preface,0.08486800000000001,Neutral,
143,Here and there in the diary is a date; what is missing is the year.,0,0.136,0.864,0.0,-0.296,Preface,0.08395000000000001,Neutral,
144,That makes it look as though I should get no further.,0,0.18,0.82,0.0,-0.296,Preface,0.08902266666666668,Neutral,
145,"However, by examining the individual dates more closely I think I have found a clue.",0,0.0,1.0,0.0,0.0,Preface,0.08412200000000002,Neutral,
146,"For although every year has a seventh of April, a third of July, a second of August, etc., it by no means follows that the seventh of April falls each year on a Monday.",0,0.062,0.937,0.0,-0.296,Preface,0.08752533333333336,Neutral,
147,"So I calculated accordingly and discovered that this combination fits the year 1834.7 Whether A has thought of that I cannot determine; I hardly believe so, for otherwise he would surely not have employed as much caution as is his custom.",0,0.0,0.932,0.068,0.4404,Preface,0.08540400000000002,Neutral,
148,"Nor does the diary read ‘Monday, April 7th’, etc., it says simply ‘April 7th’.",0,0.0,1.0,0.0,0.0,Preface,0.07545466666666667,Neutral,
149,"Indeed the entry itself for that date begins, ‘On Monday, then’, which precisely points your mind in the wrong direction; but reading through the entry under that date, one sees that it must have been a Monday.",0,0.054,0.946,0.0,-0.2617,Preface,0.067362,Neutral,
150,"In the case of this story, then, I have a definite date.",0,0.0,0.84,0.16,0.2732,Preface,0.059370000000000006,Neutral,
151,But all attempts I have made until now with its help to determine the times of the other essays have been unsuccessful.,0,0.121,0.746,0.132,0.0772,Preface,0.060720666666666666,Neutral,
152,"I could just as well have placed this story third, but, as I said above, I have preferred to let chance prevail and everything remains in the order in which I found it.",0,0.0,0.884,0.116,0.4678,Preface,0.061235333333333336,Neutral,
153,"As for B’s papers, these fall easily and naturally into place.",0,0.0,0.806,0.194,0.34,Preface,0.05704333333333335,Neutral,
154,"In their case, however, I have made an alteration inasmuch as I have allowed myself to furnish them with titles, seeing the letter-form has prevented the author himself from giving these inquiries a title.",0,0.0,0.901,0.099,0.3612,Preface,0.04896266666666666,Neutral,
155,"Should the reader, therefore, having become acquainted with the contents, find that the titles were not happily chosen, I am always willing to reconcile myself to the pain attached to doing badly what one wanted to do well.",0,0.205,0.749,0.046,-0.8033,Preface,0.05186133333333333,Neutral,
156," As for B’s manuscript, there I have permitted myself absolutely no changes but have looked upon it scrupulously as a document.",0,0.08,0.92,0.0,-0.1893,Preface,0.056325999999999994,Neutral,
157,"I might perhaps have removed the occasional carelessness, which is understandable enough when one considers that he is only a letter-writer.",0,0.095,0.905,0.0,-0.2748,Preface,0.06023200000000001,Neutral,
158,"I didn’t want to do that, because I was afraid I might go too far.",0,0.0,0.915,0.085,0.0772,Preface,0.055567333333333344,Neutral,
159, The point I have now arrived at is the one I had already reached five years ago.,0,0.0,0.92,0.08,0.1027,Preface,0.050892666666666676,Neutral,
160,"I had arranged the papers in their present order, had made up my mind to publish them, but then thought it best after all to wait a while.",0,0.0,0.823,0.177,0.7783,Preface,0.043668000000000005,Neutral,
161,I considered five years to be an appropriate space of time.,0,0.0,1.0,0.0,0.0,Preface,0.03593400000000001,Neutral,
162,Those five years have now elapsed and I am beginning where I left off.,0,0.0,1.0,0.0,0.0,Preface,0.03541933333333333,Neutral,
163,Presumably it is unnecessary to reassure the reader that I have left no stone unturned in my efforts to trace the authors.,0,0.089,0.813,0.098,0.0516,Preface,0.03170333333333333,Neutral,
164,The dealer kept no books.,0,0.355,0.645,0.0,-0.296,Preface,0.028192000000000002,Neutral,
165,"As everyone knows, the practice is rare among second-hand dealers.",0,0.0,1.0,0.0,0.0,Preface,0.03273066666666667,Neutral,
166,He did not know from whom he had bought that piece; he seemed to recall that it had been purchased at a general auction.,0,0.0,1.0,0.0,0.0,Preface,0.040157333333333343,Neutral,
167,"I shall not venture to narrate to the reader the many fruitless attempts that have consumed so much of my time, the less so seeing their recollection is so unpleasant to myself.",0,0.114,0.886,0.0,-0.6113,Preface,0.03883800000000002,Neutral,
168,"I can at least in all brevity let the reader in on the result, for the result was absolutely nil.",0,0.0,1.0,0.0,0.0,Preface,0.04176533333333335,Neutral,
169,"As I was about to carry out my resolve to publish the papers, a single misgiving awoke in me.",0,0.109,0.773,0.118,0.0516,Preface,0.040828,Neutral,
170,The reader will perhaps permit me to speak quite frankly.,0,0.0,1.0,0.0,0.0,Preface,0.038018,Neutral,
171,It struck me that I might be guilty of an indiscretion towards the unknown authors.,0,0.27,0.73,0.0,-0.5859,Preface,0.038018,Neutral,
172,"However, the more familiar I became with the papers, the more that misgiving diminished.",0,0.171,0.829,0.0,-0.3976,Preface,0.04019933333333334,Neutral,
173,"The papers were of such a nature that, for all my painstaking investigations, they yielded no information.",0,0.121,0.879,0.0,-0.296,Preface,0.04019933333333334,Neutral,
174,"So much less likely in that case that a reader should find any, since I dare measure myself with any reader, not indeed in taste and sympathy and insight, but in industry and tirelessness.",0,0.0,0.95,0.05,0.1901,Preface,0.034132,Neutral,
175,"Assuming therefore that the unknown authors still existed, that they lived here in town, that they came to make this unexpected acquaintance with their works, then, if they themselves remained silent nothing would come of their publication, for it is true in the strictest sense of these papers what one usually says anyway of all printed matter – they hold their peace.",0,0.0,0.889,0.111,0.7506,Preface,0.033986666666666686,Neutral,
176,"One other misgiving I had was in itself of less importance, fairly easy to dispel, and has indeed been overcome even more easily than I had thought.",0,0.073,0.698,0.229,0.6293,Preface,0.030430666666666672,Neutral,
177,It occurred to me that these papers might become a financial proposition.,0,0.0,1.0,0.0,0.0,Preface,0.03539533333333334,Neutral,
178,"Although it seemed proper that I should receive a small fee for my troubles as editor, an author’s fee I had to consider much too excessive.",0,0.107,0.893,0.0,-0.4588,Preface,0.03331533333333334,Neutral,
179,"As the honest Scottish farmers in The White Lady8 decide to buy the estate, cultivate it, and then make a present of it to the Counts of Avenel should they ever return, I decided to place the entire fee at interest, so that if the authors should ever turn up I would be able to give them the whole thing with compound interest.",0,0.0,0.866,0.134,0.8519,Preface,0.03077666666666668,Neutral,
180,"If my complete ineptitude has not already convinced the reader that I am no author or scholar who makes publishing his profession, then the naivety of this reasoning should put the matter beyond all doubt.",0,0.178,0.794,0.028,-0.7057,Preface,0.024197333333333345,Neutral,
